ticker,name,sector,price,market_cap_b,pe,pb,roe,revenue_growth,momentum_20d,momentum_60d,volatility_20d,dividend_yield
01741.HK,成志控股,建筑,0.17,0.14,-10.74,9.02,0.00,0.00,0.00,0.00,0.00,0.00
01740.HK,新石文化,媒体及娱乐,0.17,0.18,-8.79,2.63,0.00,0.00,0.00,0.00,0.00,0.00
01739.HK,齐屹科技,媒体及娱乐,0.19,0.22,-3.17,0.25,0.00,0.00,0.00,0.00,0.00,0.00
01738.HK,飞尚无烟煤,煤炭,0.05,0.06,-0.09,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
01737.HK,亚洲实业集团,工用运输,0.14,0.14,-4.46,0.81,0.00,0.00,0.00,0.00,0.00,0.00
01736.HK,中国育儿网络,专业零售,0.46,0.02,-0.97,-0.74,0.00,0.00,0.00,0.00,0.00,0.00
01732.HK,象兴国际,工用运输,0.20,0.26,-45.14,1.17,0.00,0.00,0.00,0.00,0.00,0.00
01731.HK,其利工业集团,纺织及服饰,0.75,0.84,4.40,0.57,0.00,0.00,0.00,0.00,0.00,0.00
01727.HK,河北建设,建筑,0.23,0.40,-0.63,0.06,0.00,0.00,0.00,0.00,0.00,0.00
01725.HK,中国技术集团,工业工程,0.38,0.31,-0.85,-2.27,0.00,0.00,0.00,0.00,0.00,0.00
01719.HK,中国通商集团,工用运输,0.24,0.41,37.82,0.51,0.00,0.00,0.00,0.00,0.00,0.00
01717.HK,澳优,食物饮品,1.30,2.31,11.76,0.35,0.00,0.00,0.00,0.00,0.00,0.00
01715.HK,智慧健康科技,家庭电器及用品,0.43,0.16,-3.99,2.41,0.00,0.00,0.00,0.00,0.00,0.00
01711.HK,欧化,专业零售,0.15,0.12,-67.83,5.32,0.00,0.00,0.00,0.00,0.00,0.00
01710.HK,致丰工业电子,工业工程,0.33,0.33,-9.18,0.89,0.00,0.00,0.00,0.00,0.00,0.00
01708.HK,三宝科技,软件服务,0.29,0.23,-2.89,0.19,0.00,0.00,0.00,0.00,0.00,0.00
01705.HK,宾仕国际,食物饮品,0.50,0.20,11.31,1.22,0.00,0.00,0.00,0.00,0.00,0.00
01702.HK,东光化工,原材料,1.59,0.99,6.37,0.46,0.00,0.00,0.00,0.00,0.00,0.00
01701.HK,途屹控股,旅游及消闲设施,0.08,0.08,8.36,0.48,0.00,0.00,0.00,0.00,0.00,0.00
01695.HK,椰丰集团,食物饮品,0.08,0.09,3.92,0.35,0.00,0.00,0.00,0.00,0.00,0.00
01693.HK,璋利国际,建筑,7.10,0.57,-13.33,-5.12,0.00,0.00,0.00,0.00,0.00,0.00
01692.HK,登辉控股,家庭电器及用品,1.50,0.54,8.60,1.59,0.00,0.00,0.00,0.00,0.00,0.00
01690.HK,立基工程控股,建筑,0.10,0.15,9.67,1.01,0.00,0.00,0.00,0.00,0.00,0.00
01680.HK,澳门励骏,旅游及消闲设施,0.12,0.11,-0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
01679.HK,瑞斯康集团,软件服务,1.85,0.40,-15.25,-7.43,0.00,0.00,0.00,0.00,0.00,0.00
01676.HK,高地股份,食物饮品,0.21,0.08,-0.68,0.58,0.00,0.00,0.00,0.00,0.00,0.00
01673.HK,华章科技,工业工程,0.29,0.47,-15.78,1.08,0.00,0.00,0.00,0.00,0.00,0.00
01663.HK,汉港控股,地产,0.06,0.14,-140.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00
01657.HK,桦欣控股,纺织及服饰,52.00,1.66,-593.23,21.39,0.00,0.00,0.00,0.00,0.00,0.00
01650.HK,HYGIEIA GROUP,支援服务,0.13,0.26,16.39,1.65,0.00,0.00,0.00,0.00,0.00,0.00
01632.HK,民商创科,软件服务,0.06,0.05,-0.93,0.53,0.00,0.00,0.00,0.00,0.00,0.00
01629.HK,冠均国际控股,消费者主要零售商,0.17,0.09,-3.08,0.36,0.00,0.00,0.00,0.00,0.00,0.00
01622.HK,力高集团,地产,0.19,0.68,-0.21,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
01615.HK,奥邦建筑,建筑,0.35,0.21,115.29,1.02,0.00,0.00,0.00,0.00,0.00,0.00
01612.HK,永胜医疗,其他医疗保健,0.76,0.50,4.80,0.75,0.00,0.00,0.00,0.00,0.00,0.00
01608.HK,伟能集团,公用事业,0.08,0.53,-2.65,0.38,0.00,0.00,0.00,0.00,0.00,0.00
01597.HK,纳泉能源科技,工业工程,6.90,1.73,-37.77,8.77,0.00,0.00,0.00,0.00,0.00,0.00
01591.HK,汛和集团,建筑,0.14,0.07,-4.33,0.44,0.00,0.00,0.00,0.00,0.00,0.00
01587.HK,欣融国际,食物饮品,0.60,0.41,6.40,0.68,0.00,0.00,0.00,0.00,0.00,0.00
01586.HK,力鸿检验,支援服务,1.80,1.06,27.26,2.36,0.00,0.00,0.00,0.00,0.00,0.00
01583.HK,亲亲食品,食物饮品,0.87,0.66,-264.31,0.49,0.00,0.00,0.00,0.00,0.00,0.00
01582.HK,华营建筑,建筑,0.40,0.20,5.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
01578.HK,天津银行,银行,2.10,12.75,2.98,0.16,0.00,0.00,0.00,0.00,0.00,0.00
01572.HK,中国艺术金融,其他金融,0.09,0.15,-278.47,0.12,0.00,0.00,0.00,0.00,0.00,0.00
01569.HK,民生教育,支援服务,0.12,0.51,-0.61,0.11,0.00,0.00,0.00,0.00,0.00,0.00
01565.HK,成实外教育,支援服务,0.16,0.49,12.26,0.50,0.00,0.00,0.00,0.00,0.00,0.00
01561.HK,联洋智能控股,软件服务,0.06,0.06,-27.93,-0.79,0.00,0.00,0.00,0.00,0.00,0.00
01560.HK,星星集团,地产,0.14,0.09,-0.34,0.16,0.00,0.00,0.00,0.00,0.00,0.00
01557.HK,剑虹集团控股,建筑,0.47,0.23,1.62,3.25,0.00,0.00,0.00,0.00,0.00,0.00
01553.HK,迈科管业,一般金属及矿石,1.33,0.58,3.73,0.42,0.00,0.00,0.00,0.00,0.00,0.00
01551.HK,广州农商银行,银行,1.59,22.91,9.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00
01549.HK,永丰集团控股,工用运输,0.10,0.15,19.16,0.69,0.00,0.00,0.00,0.00,0.00,0.00
01547.HK,IBI GROUP HLDGS,建筑,0.20,0.16,12.03,0.90,0.00,0.00,0.00,0.00,0.00,0.00
01545.HK,设计都会,专业零售,0.14,0.28,-26.46,0.91,0.00,0.00,0.00,0.00,0.00,0.00
01543.HK,中盈盛达融资担保,其他金融,0.19,0.30,26.21,0.14,0.00,0.00,0.00,0.00,0.00,0.00
01542.HK,台州水务,公用事业,0.92,0.18,-2.32,0.24,0.00,0.00,0.00,0.00,0.00,0.00
01532.HK,中国派对文化,纺织及服饰,0.11,0.20,-2.27,0.70,0.00,0.00,0.00,0.00,0.00,0.00
01529.HK,乐氏国际控股,工用运输,0.40,0.26,-10.38,1.41,0.00,0.00,0.00,0.00,0.00,0.00
01527.HK,天洁环境,工业工程,1.82,0.25,2.72,0.21,0.00,0.00,0.00,0.00,0.00,0.00
01526.HK,瑞慈医疗,其他医疗保健,0.89,1.41,4.16,0.78,0.00,0.00,0.00,0.00,0.00,0.00
01525.HK,建桥教育,支援服务,1.88,0.78,2.91,0.28,0.00,0.00,0.00,0.00,0.00,0.00
01518.HK,新世纪医疗,其他医疗保健,0.46,0.22,-1.75,0.47,0.00,0.00,0.00,0.00,0.00,0.00
01500.HK,现恒建筑,建筑,0.26,0.21,8.21,0.78,0.00,0.00,0.00,0.00,0.00,0.00
01498.HK,培力农本方,药品及生物科技,0.29,0.16,-4.41,1.19,0.00,0.00,0.00,0.00,0.00,0.00
01497.HK,燕之屋,食物饮品,6.89,3.18,15.24,3.55,0.00,0.00,0.00,0.00,0.00,0.00
01488.HK,百福控股,旅游及消闲设施,0.83,1.31,-225.60,-6.65,0.00,0.00,0.00,0.00,0.00,0.00
01483.HK,网誉科技,支援服务,1.09,0.89,-9.89,5.19,0.00,0.00,0.00,0.00,0.00,0.00
01481.HK,竣球控股,原材料,1.61,1.64,208.14,13.05,0.00,0.00,0.00,0.00,0.00,0.00
01471.HK,众淼控股,保险,10.01,1.41,24.69,2.02,0.00,0.00,0.00,0.00,0.00,0.00
01470.HK,富一国际控股,原材料,0.15,0.12,16.77,4.78,0.00,0.00,0.00,0.00,0.00,0.00
01463.HK,C-LINK SQ,支援服务,0.29,0.85,-2.43,4.14,0.00,0.00,0.00,0.00,0.00,0.00
01461.HK,中泰期货,其他金融,0.56,0.56,5.92,0.19,0.00,0.00,0.00,0.00,0.00,0.00
01460.HK,扬科集团,软件服务,0.23,0.20,11.85,0.35,0.00,0.00,0.00,0.00,0.00,0.00
01455.HK,科利实业控股,家庭电器及用品,0.23,0.29,12.24,0.69,0.00,0.00,0.00,0.00,0.00,0.00
01451.HK,万成集团股份,工用支援,0.94,0.19,7.25,1.01,0.00,0.00,0.00,0.00,0.00,0.00
01450.HK,交个朋友控股,媒体及娱乐,0.75,1.05,10.55,1.76,0.00,0.00,0.00,0.00,0.00,0.00
01447.HK,新福港,建筑,0.56,0.22,14.01,0.60,0.00,0.00,0.00,0.00,0.00,0.00
01446.HK,鸿福堂,食物饮品,0.34,0.22,-13.34,0.90,0.00,0.00,0.00,0.00,0.00,0.00
01443.HK,富临集团控股,旅游及消闲设施,0.05,0.06,-1.06,0.68,0.00,0.00,0.00,0.00,0.00,0.00
01442.HK,鹰辉物流,工用运输,0.30,0.62,-63.40,0.97,0.00,0.00,0.00,0.00,0.00,0.00
01432.HK,中国圣牧,食物饮品,0.33,2.77,-6.69,0.70,0.00,0.00,0.00,0.00,0.00,0.00
01421.HK,恒昌集团国际,建筑,0.41,0.08,-4.84,0.68,0.00,0.00,0.00,0.00,0.00,0.00
01420.HK,川控股,建筑,0.20,0.26,2.28,0.33,0.00,0.00,0.00,0.00,0.00,0.00
01419.HK,盈健医疗,其他医疗保健,0.74,0.28,10.12,0.36,0.00,0.00,0.00,0.00,0.00,0.00
01418.HK,盛诺集团,家庭电器及用品,0.17,0.30,4.93,0.29,0.00,0.00,0.00,0.00,0.00,0.00
01412.HK,隽思集团,工用支援,1.04,0.55,9.32,0.62,0.00,0.00,0.00,0.00,0.00,0.00
01407.HK,交运燃气,石油及天然气,0.56,0.25,7.84,0.71,0.00,0.00,0.00,0.00,0.00,0.00
01400.HK,满地科技股份,纺织及服饰,0.02,0.07,0.25,3.73,0.00,0.00,0.00,0.00,0.00,0.00
01399.HK,锐信控股,工业工程,0.40,0.44,18.28,0.36,0.00,0.00,0.00,0.00,0.00,0.00
01395.HK,强泰环保,公用事业,0.14,0.16,7.33,0.56,0.00,0.00,0.00,0.00,0.00,0.00
01393.HK,恒鼎实业,煤炭,0.05,0.22,-0.31,0.42,0.00,0.00,0.00,0.00,0.00,0.00
01388.HK,安莉芳控股,纺织及服饰,0.30,0.13,-0.50,0.08,0.00,0.00,0.00,0.00,0.00,0.00
01373.HK,国际家居零售,专业零售,0.68,0.49,11.48,0.56,0.00,0.00,0.00,0.00,0.00,0.00
01371.HK,中国生态旅游,旅游及消闲设施,0.14,0.02,-0.65,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
01370.HK,奥威控股,一般金属及矿石,0.12,0.20,-0.77,0.40,0.00,0.00,0.00,0.00,0.00,0.00
01362.HK,新龙移动,资讯科技器材,0.84,0.24,35.45,1.33,0.00,0.00,0.00,0.00,0.00,0.00
01355.HK,朸浚国际,旅游及消闲设施,0.13,0.16,-3.65,-4.50,0.00,0.00,0.00,0.00,0.00,0.00
01346.HK,利华控股集团,纺织及服饰,1.25,0.80,6.47,1.47,0.00,0.00,0.00,0.00,0.00,0.00
01345.HK,上海先锋控股,药品及生物科技,2.25,2.83,22.34,2.44,0.00,0.00,0.00,0.00,0.00,0.00
01343.HK,伟源控股,建筑,0.12,0.13,4.48,0.36,0.00,0.00,0.00,0.00,0.00,0.00
01341.HK,昊天国际建投,工业工程,0.02,0.20,-1.29,0.14,0.00,0.00,0.00,0.00,0.00,0.00
01321.HK,中国新城市,地产,0.72,1.33,-4.34,0.27,0.00,0.00,0.00,0.00,0.00,0.00
01319.HK,霭华押业信贷,其他金融,0.28,0.54,6.52,0.47,0.00,0.00,0.00,0.00,0.00,0.00
01315.HK,绿色经济,一般金属及矿石,0.10,0.06,3.57,0.41,0.00,0.00,0.00,0.00,0.00,0.00
01314.HK,翠华控股,旅游及消闲设施,0.14,0.19,18.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00
01303.HK,汇力资源,煤炭,0.32,0.67,52.44,0.57,0.00,0.00,0.00,0.00,0.00,0.00
01301.HK,德基科技控股,工业工程,0.36,0.23,-12.93,0.38,0.00,0.00,0.00,0.00,0.00,0.00
01298.HK,云能国际,其他医疗保健,1.00,0.28,-306.72,1.64,0.00,0.00,0.00,0.00,0.00,0.00
01292.HK,长安民生物流,工用运输,2.20,0.44,9.98,0.19,0.00,0.00,0.00,0.00,0.00,0.00
01289.HK,盛力达科技,工业工程,2.19,0.28,7.49,0.34,0.00,0.00,0.00,0.00,0.00,0.00
01284.HK,新传企划,媒体及娱乐,0.43,0.26,20.25,1.40,0.00,0.00,0.00,0.00,0.00,0.00
01283.HK,高陞集团控股,建筑,1.54,1.27,25.89,2.66,0.00,0.00,0.00,0.00,0.00,0.00
01272.HK,大唐环境,工业工程,1.07,3.18,5.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00
01271.HK,佳明集团控股,地产,0.42,0.60,-1.61,0.22,0.00,0.00,0.00,0.00,0.00,0.00
01270.HK,朗廷-SS,旅游及消闲设施,0.46,1.63,30.12,0.17,0.00,0.00,0.00,0.00,0.00,0.00
01268.HK,美东汽车,专业零售,0.52,0.70,-0.84,0.31,0.00,0.00,0.00,0.00,0.00,0.00
01265.HK,天津津燃公用,公用事业,0.16,0.29,-5.85,0.19,0.00,0.00,0.00,0.00,0.00,0.00
01255.HK,TATA健康,专业零售,3.28,0.80,59.67,-14.63,0.00,0.00,0.00,0.00,0.00,0.00
01253.HK,绿博生态,建筑,0.12,0.07,-0.46,-44.12,0.00,0.00,0.00,0.00,0.00,0.00
01251.HK,华油能源,石油及天然气,0.23,0.45,-3.20,0.45,0.00,0.00,0.00,0.00,0.00,0.00
01250.HK,山高新能源,公用事业,1.18,2.65,10.47,0.18,0.00,0.00,0.00,0.00,0.00,0.00
01243.HK,宏安地产,地产,0.03,0.50,-0.55,0.20,0.00,0.00,0.00,0.00,0.00,0.00
01240.HK,青建国际,建筑,0.17,0.26,3.84,0.10,0.00,0.00,0.00,0.00,0.00,0.00
01237.HK,中科生物,家庭电器及用品,0.67,0.06,1.30,0.06,0.00,0.00,0.00,0.00,0.00,0.00
01235.HK,专业旅运,旅游及消闲设施,0.19,0.10,197.30,1.60,0.00,0.00,0.00,0.00,0.00,0.00
01232.HK,金轮天地控股,地产,0.59,0.11,-0.16,-0.14,0.00,0.00,0.00,0.00,0.00,0.00
01231.HK,新矿资源,一般金属及矿石,0.30,1.22,-22.35,7.08,0.00,0.00,0.00,0.00,0.00,0.00
01229.HK,南南资源,煤炭,0.14,0.11,-15.42,0.41,0.00,0.00,0.00,0.00,0.00,0.00
01226.HK,中国投融资,其他金融,0.90,0.37,2.66,1.27,0.00,0.00,0.00,0.00,0.00,0.00
01224.HK,中渝置地,地产,1.27,4.93,-10.56,0.38,0.00,0.00,0.00,0.00,0.00,0.00
01221.HK,SINO HOTELS,旅游及消闲设施,1.54,1.84,16.51,0.43,0.00,0.00,0.00,0.00,0.00,0.00
01218.HK,永义国际,地产,2.40,0.18,-1.51,0.11,0.00,0.00,0.00,0.00,0.00,0.00
01217.HK,中国创新投资,其他金融,0.01,0.13,2.26,0.21,0.00,0.00,0.00,0.00,0.00,0.00
01215.HK,开源控股,旅游及消闲设施,0.02,0.27,-2.10,0.14,0.00,0.00,0.00,0.00,0.00,0.00
01213.HK,万保刚集团,工业工程,0.43,0.09,-15.60,0.76,0.00,0.00,0.00,0.00,0.00,0.00
01195.HK,京维集团,地产,0.01,0.04,-6.46,0.36,0.00,0.00,0.00,0.00,0.00,0.00
01182.HK,胜龙国际,黄金及贵金属,0.92,0.31,8.34,2.10,0.00,0.00,0.00,0.00,0.00,0.00
01173.HK,威高国际,其他医疗保健,0.03,0.07,-0.58,1.68,0.00,0.00,0.00,0.00,0.00,0.00
01172.HK,融太集团,工用支援,0.02,0.10,-1.51,2.79,0.00,0.00,0.00,0.00,0.00,0.00
01170.HK,信星集团,纺织及服饰,0.46,0.31,-11.24,0.29,0.00,0.00,0.00,0.00,0.00,0.00
01166.HK,星凯控股,一般金属及矿石,0.18,0.03,-0.19,0.04,0.00,0.00,0.00,0.00,0.00,0.00
01163.HK,虎视传媒,媒体及娱乐,0.18,0.16,26.63,0.72,0.00,0.00,0.00,0.00,0.00,0.00
01160.HK,金石资本集团,其他金融,0.29,0.07,-11.99,17.63,0.00,0.00,0.00,0.00,0.00,0.00
01148.HK,新晨动力,汽车,0.23,0.29,12.93,0.15,0.00,0.00,0.00,0.00,0.00,0.00
01146.HK,汇成国际控股,纺织及服饰,0.05,0.17,-1.60,0.17,0.00,0.00,0.00,0.00,0.00,0.00
01145.HK,勇利投资,工用运输,0.13,0.14,-49.79,0.30,0.00,0.00,0.00,0.00,0.00,0.00
01137.HK,香港科技探索,专业零售,1.08,0.85,-5.72,0.59,0.00,0.00,0.00,0.00,0.00,0.00
01130.HK,中国环境资源,汽车,0.63,0.35,-21.93,0.84,0.00,0.00,0.00,0.00,0.00,0.00
01126.HK,德林国际,家庭电器及用品,6.21,4.20,6.07,1.00,0.00,0.00,0.00,0.00,0.00,0.00
01125.HK,丽丰控股,地产,0.74,0.24,-0.38,0.02,0.00,0.00,0.00,0.00,0.00,0.00
01123.HK,中港照相,家庭电器及用品,0.11,0.13,17.21,0.19,0.00,0.00,0.00,0.00,0.00,0.00
01122.HK,庆铃汽车股份,工业工程,0.72,1.79,-61.34,0.22,0.00,0.00,0.00,0.00,0.00,0.00
01116.HK,慧源同创科技,一般金属及矿石,0.20,0.43,-8.23,2.04,0.00,0.00,0.00,0.00,0.00,0.00
01105.HK,星岛,媒体及娱乐,0.18,0.15,-1.98,0.10,0.00,0.00,0.00,0.00,0.00,0.00
01104.HK,亚太资源,一般金属及矿石,1.38,3.18,1.32,0.35,0.00,0.00,0.00,0.00,0.00,0.00
01102.HK,环能国际,建筑,0.07,0.20,268.07,6.47,0.00,0.00,0.00,0.00,0.00,0.00
01100.HK,飞达控股,纺织及服饰,1.43,0.61,5.18,0.51,0.00,0.00,0.00,0.00,0.00,0.00
01098.HK,路劲,地产,0.55,0.41,-0.07,0.08,0.00,0.00,0.00,0.00,0.00,0.00
01094.HK,承辉国际,软件服务,0.28,0.17,-5.79,0.94,0.00,0.00,0.00,0.00,0.00,0.00
01090.HK,大明国际,一般金属及矿石,0.71,0.90,-22.99,0.33,0.00,0.00,0.00,0.00,0.00,0.00
01086.HK,好孩子国际,家庭电器及用品,0.81,1.36,6.20,0.22,0.00,0.00,0.00,0.00,0.00,0.00
01083.HK,港华智慧能源,公用事业,3.00,11.02,6.95,0.43,0.00,0.00,0.00,0.00,0.00,0.00
01073.HK,大禹金融,其他金融,0.10,0.34,8.62,0.51,0.00,0.00,0.00,0.00,0.00,0.00
01069.HK,中国健康科技集团,原材料,0.23,0.04,1.48,0.38,0.00,0.00,0.00,0.00,0.00,0.00
01062.HK,国开国际投资,其他金融,0.08,0.23,-3.49,0.24,0.00,0.00,0.00,0.00,0.00,0.00
01061.HK,亿胜生物科技,药品及生物科技,2.70,1.53,4.81,0.63,0.00,0.00,0.00,0.00,0.00,0.00
01058.HK,南粤控股,纺织及服饰,0.40,0.21,-14.93,33.72,0.00,0.00,0.00,0.00,0.00,0.00
01047.HK,毅兴行,原材料,0.33,0.12,12.73,0.24,0.00,0.00,0.00,0.00,0.00,0.00
01046.HK,寰宇娱乐文化,媒体及娱乐,0.36,0.33,270.86,1.41,0.00,0.00,0.00,0.00,0.00,0.00
01039.HK,畅由国际集团,其他金融,0.05,0.09,-5.29,0.39,0.00,0.00,0.00,0.00,0.00,0.00
01029.HK,铁货,一般金属及矿石,0.44,0.84,-0.82,0.58,0.00,0.00,0.00,0.00,0.00,0.00
01028.HK,千百度,纺织及服饰,0.88,2.19,-13.20,1.81,0.00,0.00,0.00,0.00,0.00,0.00
01026.HK,环球实业科技,公用事业,0.06,0.33,-4.18,0.57,0.00,0.00,0.00,0.00,0.00,0.00
01025.HK,嘉艺控股,纺织及服饰,0.21,0.08,-2.57,0.85,0.00,0.00,0.00,0.00,0.00,0.00
01011.HK,泰凌医药,药品及生物科技,0.40,0.38,-13.17,-0.89,0.00,0.00,0.00,0.00,0.00,0.00
01008.HK,力图控股,工用支援,0.17,0.27,185.89,0.13,0.00,0.00,0.00,0.00,0.00,0.00
01005.HK,MATRIX HOLDINGS,家庭电器及用品,0.40,0.30,-1.83,1.00,0.00,0.00,0.00,0.00,0.00,0.00
01002.HK,威铖国际,工业工程,0.05,0.14,46.11,0.22,0.00,0.00,0.00,0.00,0.00,0.00
01001.HK,沪港联合,一般金属及矿石,0.43,0.28,3.16,0.26,0.00,0.00,0.00,0.00,0.00,0.00
01000.HK,北青传媒,媒体及娱乐,0.49,0.10,-1.21,0.15,0.00,0.00,0.00,0.00,0.00,0.00
00997.HK,普汇中金国际,地产,0.02,0.02,-0.09,0.06,0.00,0.00,0.00,0.00,0.00,0.00
00994.HK,中天宏信,公用事业,0.33,0.43,-12.97,2.43,0.00,0.00,0.00,0.00,0.00,0.00
00986.HK,杜甫酒业集团-新,纺织及服饰,0.29,0.04,1.37,1.03,0.00,0.00,0.00,0.00,0.00,0.00
00984.HK,永旺,消费者主要零售商,0.23,0.06,-0.18,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
00983.HK,瑞安建业,建筑,0.30,0.11,-1.22,0.06,0.00,0.00,0.00,0.00,0.00,0.00
00979.HK,绿色能源科技集团,工业工程,0.34,0.46,-33.46,13.20,0.00,0.00,0.00,0.00,0.00,0.00
00974.HK,中国顺客隆,专业零售,0.80,0.23,-12.36,3.28,0.00,0.00,0.00,0.00,0.00,0.00
00970.HK,新耀莱,专业零售,0.38,0.26,-1.27,0.22,0.00,0.00,0.00,0.00,0.00,0.00
00969.HK,华联国际,农业产品,0.09,0.19,-8.65,-0.20,0.00,0.00,0.00,0.00,0.00,0.00
00954.HK,常茂生物,食物饮品,0.30,0.16,-2.15,0.28,0.00,0.00,0.00,0.00,0.00,0.00
00952.HK,华富建业金融,其他金融,0.10,0.59,-2.49,0.35,0.00,0.00,0.00,0.00,0.00,0.00
00948.HK,阿尔法企业,食物饮品,0.21,0.09,-0.44,-0.74,0.00,0.00,0.00,0.00,0.00,0.00
00943.HK,中证国际,消费者主要零售商,0.16,0.33,-4.60,0.59,0.00,0.00,0.00,0.00,0.00,0.00
00938.HK,民生国际,地产,0.41,0.26,6.82,-0.45,0.00,0.00,0.00,0.00,0.00,0.00
00936.HK,佳兆业资本,工业工程,0.25,0.27,38.97,6.88,0.00,0.00,0.00,0.00,0.00,0.00
00929.HK,国际精密,汽车,0.56,0.59,51.74,0.31,0.00,0.00,0.00,0.00,0.00,0.00
00926.HK,碧生源,其他医疗保健,2.45,0.30,13.23,0.58,0.00,0.00,0.00,0.00,0.00,0.00
00922.HK,安贤园中国,支援服务,0.11,0.24,8.59,0.26,0.00,0.00,0.00,0.00,0.00,0.00
00918.HK,龙翼航空科技,工业工程,1.07,1.19,-215.13,4.56,0.00,0.00,0.00,0.00,0.00,0.00
00913.HK,港湾数字,其他金融,0.14,0.05,0.33,0.15,0.00,0.00,0.00,0.00,0.00,0.00
00911.HK,前海健康,工业工程,0.57,0.10,16.26,0.25,0.00,0.00,0.00,0.00,0.00,0.00
00905.HK,胡桃资本,其他金融,0.17,0.17,-1.01,1.30,0.00,0.00,0.00,0.00,0.00,0.00
00899.HK,中加国信,地产,0.24,0.11,-0.24,0.04,0.00,0.00,0.00,0.00,0.00,0.00
00898.HK,万事昌国际,地产,0.97,0.81,-1.26,0.11,0.00,0.00,0.00,0.00,0.00,0.00
00897.HK,位元堂,药品及生物科技,0.30,0.33,-24.17,0.29,0.00,0.00,0.00,0.00,0.00,0.00
00888.HK,链信控股,其他金融,0.05,0.07,-1.13,-2.17,0.00,0.00,0.00,0.00,0.00,0.00
00884.HK,旭辉控股集团,地产,0.04,0.74,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00
00878.HK,金朝阳集团,地产,6.35,1.80,-0.84,0.13,0.00,0.00,0.00,0.00,0.00,0.00
00865.HK,建德国际控股,地产,0.06,0.33,-41.88,0.40,0.00,0.00,0.00,0.00,0.00,0.00
00864.HK,永利地产发展,地产,0.19,0.07,-0.28,0.24,0.00,0.00,0.00,0.00,0.00,0.00
00859.HK,中昌国际控股,地产,0.09,0.10,-0.50,0.18,0.00,0.00,0.00,0.00,0.00,0.00
00855.HK,中国水务,公用事业,4.46,7.26,8.15,0.53,0.00,0.00,0.00,0.00,0.00,0.00
00854.HK,威雅利,工业工程,5.31,0.55,10.73,1.08,0.00,0.00,0.00,0.00,0.00,0.00
00851.HK,盛源控股,其他金融,0.19,0.17,17.40,1.33,0.00,0.00,0.00,0.00,0.00,0.00
00848.HK,茂业国际,专业零售,0.10,0.54,-0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
00846.HK,明发集团,地产,0.09,0.54,-0.40,0.03,0.00,0.00,0.00,0.00,0.00,0.00
00844.HK,广泰国际控股,纺织及服饰,0.41,0.20,-2.04,1.10,0.00,0.00,0.00,0.00,0.00,0.00
00840.HK,天业节水,工业工程,0.19,0.10,-1.61,0.27,0.00,0.00,0.00,0.00,0.00,0.00
00831.HK,利亚零售,食物饮品,0.34,0.26,7.75,0.40,0.00,0.00,0.00,0.00,0.00,0.00
00829.HK,神冠控股,食物饮品,0.15,0.50,-6.48,0.21,0.00,0.00,0.00,0.00,0.00,0.00
00814.HK,北京京客隆,消费者主要零售商,0.27,0.11,-0.78,0.08,0.00,0.00,0.00,0.00,0.00,0.00
00810.HK,中国铸晨81,其他金融,0.07,0.05,-7.65,0.53,0.00,0.00,0.00,0.00,0.00,0.00
00807.HK,上海实业环境,公用事业,0.97,2.50,3.70,0.20,0.00,0.00,0.00,0.00,0.00,0.00
00798.HK,中电光谷,地产,0.13,0.96,26.48,0.11,0.00,0.00,0.00,0.00,0.00,0.00
00797.HK,第七大道,软件服务,1.15,3.16,77.09,1.67,0.00,0.00,0.00,0.00,0.00,0.00
00789.HK,雅天妮集团,纺织及服饰,0.29,0.39,80.85,2.19,0.00,0.00,0.00,0.00,0.00,0.00
00771.HK,自动系统,软件服务,0.78,0.65,7.95,0.28,0.00,0.00,0.00,0.00,0.00,0.00
00770.HK,沪光国际,其他金融,0.20,0.00,-4.09,3.46,0.00,0.00,0.00,0.00,0.00,0.00
00765.HK,PERFECTECH INTL,家庭电器及用品,0.14,0.07,-8.90,0.91,0.00,0.00,0.00,0.00,0.00,0.00
00764.HK,永恒策略,综合企业,0.29,0.12,-0.35,0.15,0.00,0.00,0.00,0.00,0.00,0.00
00760.HK,新天地产集团,地产,0.15,0.08,-0.37,0.06,0.00,0.00,0.00,0.00,0.00,0.00
00759.HK,CEC INT'L HOLD,消费者主要零售商,0.24,0.16,-4.64,0.38,0.00,0.00,0.00,0.00,0.00,0.00
00757.HK,阳光能源,工业工程,0.06,0.19,-0.61,0.26,0.00,0.00,0.00,0.00,0.00,0.00
00756.HK,森美控股,食物饮品,0.67,0.23,-17.84,-0.74,0.00,0.00,0.00,0.00,0.00,0.00
00755.HK,大方广瑞德,地产,0.27,0.05,-0.62,0.13,0.00,0.00,0.00,0.00,0.00,0.00
