ticker,name,sector,price,market_cap_b,pe,pb,roe,revenue_growth,momentum_20d,momentum_60d,volatility_20d,dividend_yield
AA,美国铝业,原材料,53.08,14.01,13.55,2.05,0.00,0.00,1.49,1.49,1.49,0.00
CEPU,Central Puerto SA ADR,公用事业,14.32,2.17,7.15,1.13,0.00,0.00,1.49,1.49,1.49,0.00
TS,泰纳瑞斯钢铁,能源,57.36,28.96,14.72,1.69,0.00,0.00,1.49,1.49,1.49,0.00
WAL,阿莱恩斯西部银行,金融,81.48,8.90,9.34,1.17,0.00,0.00,1.48,1.48,1.48,0.00
FBK,FB Financial Corp,金融,55.49,2.86,20.31,1.45,0.00,0.00,1.48,1.48,1.48,0.00
SSD,Simpson Manufacturing Co Inc,工业,209.64,8.62,24.27,4.19,0.00,0.00,1.48,1.48,1.48,0.00
SLGN,西尔格控股,原材料,45.33,4.79,16.90,2.06,0.00,0.00,1.48,1.48,1.48,0.00
TPZ,Tortoise Electrification Infras,美股,22.22,0.00,0.00,0.00,0.00,0.00,1.48,1.48,1.48,0.00
UCB,美国社区银行,金融,35.06,4.20,12.31,1.15,0.00,0.00,1.48,1.48,1.48,0.00
HMC,本田汽车,非日常生活消费品,26.14,33.92,-12.79,0.46,0.00,0.00,1.48,1.48,1.48,0.00
REZI,Resideo Technologies Inc,工业,32.34,4.90,-9.89,1.68,0.00,0.00,1.47,1.47,1.47,0.00
SRE,桑普拉能源,公用事业,93.43,61.08,31.21,1.89,0.00,0.00,1.47,1.47,1.47,0.00
APH,安费诺,信息技术,165.15,203.17,45.50,14.54,0.00,0.00,1.46,1.46,1.46,0.00
AZN,阿斯利康,医疗保健,185.68,287.99,27.72,6.08,0.00,0.00,1.45,1.45,1.45,0.00
CIG,Cemig ADR Pfd,公用事业,2.10,2.01,2.18,0.38,0.00,0.00,1.45,1.45,1.45,0.00
DBD,迪堡金融设备,信息技术,84.56,2.93,27.14,2.86,0.00,0.00,1.44,1.44,1.44,0.00
BGR,BlackRock Energy and Resources,美股,14.81,0.00,0.00,0.00,0.00,0.00,1.44,1.44,1.44,0.00
GRDN,Guardian Pharmacy Services Inc-,日常消费品,38.88,2.46,46.39,11.15,0.00,0.00,1.43,1.43,1.43,0.00
EQR,公平住屋,房地产,67.17,25.17,26.39,2.36,0.00,0.00,1.43,1.43,1.43,0.00
KGC,金罗斯黄金,原材料,24.04,28.71,10.02,3.16,0.00,0.00,1.43,1.43,1.43,0.00
MIR,Mirion Technologies Inc-A,工业,18.47,4.63,184.27,2.52,0.00,0.00,1.43,1.43,1.43,0.00
GFL,GFL Environmental Inc,工业,37.78,13.55,55.98,2.59,0.00,0.00,1.42,1.42,1.42,0.00
M,梅西百货,非日常生活消费品,25.70,6.76,10.14,1.40,0.00,0.00,1.42,1.42,1.42,0.00
AUNA,Auna SA-A,医疗保健,5.00,0.37,17.38,0.71,0.00,0.00,1.42,1.42,1.42,0.00
NET,Cloudflare Inc-A,信息技术,226.65,80.45,-927.45,52.69,0.00,0.00,1.42,1.42,1.42,0.00
BMO,蒙特利尔银行,金融,174.80,122.43,17.49,1.96,0.00,0.00,1.41,1.41,1.41,0.00
MSA,MSA Safety Inc,工业,167.62,6.47,22.27,4.77,0.00,0.00,1.41,1.41,1.41,0.00
TD,道明银行,金融,120.49,199.06,18.67,2.19,0.00,0.00,1.41,1.41,1.41,0.00
PRSU,Pursuit Attractions and Hospita,工业,54.20,1.48,51.29,2.77,0.00,0.00,1.40,1.40,1.40,0.00
KYN,Kayne Anderson MLP/Midstream In,美股,13.77,1.57,0.00,0.00,0.00,0.00,1.40,1.40,1.40,0.00
NMG,Nouveau Monde Graphite Inc,原材料,1.45,0.23,-3.28,4.19,0.00,0.00,1.40,1.40,1.40,0.00
LEG,礼恩派,非日常生活消费品,11.60,1.58,7.04,1.52,0.00,0.00,1.40,1.40,1.40,0.00
PBA,Pembina Pipeline Corp,能源,47.14,27.41,22.14,2.26,0.00,0.00,1.40,1.40,1.40,0.00
UAN,CVR Partners LP,原材料,109.55,1.16,9.53,3.71,0.00,0.00,1.40,1.40,1.40,0.00
NEM,纽蒙特,原材料,95.35,101.79,12.04,2.91,0.00,0.00,1.39,1.39,1.39,0.00
ESS,埃塞克斯信托,房地产,285.57,18.35,32.04,3.38,0.00,0.00,1.39,1.39,1.39,0.00
NREF,NexPoint Real Estate Finance In,金融,15.30,0.29,2.78,0.38,0.00,0.00,1.39,1.39,1.39,0.00
QUAD,Quad/Graphics Inc-A,工业,8.03,0.41,15.11,3.27,0.00,0.00,1.39,1.39,1.39,0.00
MMI,马库斯米利查普,金融,30.07,1.14,-1937.48,2.00,0.00,0.00,1.38,1.38,1.38,0.00
SKT,Tanger Inc,房地产,41.10,4.72,38.13,7.04,0.00,0.00,1.38,1.38,1.38,0.00
AVB,艾芙隆海湾社区,房地产,186.13,25.89,22.70,2.25,0.00,0.00,1.38,1.38,1.38,0.00
OTIS,Otis Worldwide Corp,工业,73.63,28.25,19.08,-4.97,0.00,0.00,1.38,1.38,1.38,0.00
IPI,Intrepid Potash Inc,原材料,33.93,0.46,32.56,0.91,0.00,0.00,1.37,1.37,1.37,0.00
PKG,美国包装,原材料,241.09,21.48,28.98,4.68,0.00,0.00,1.36,1.36,1.36,0.00
BNS,加拿大丰业银行,金融,86.46,106.07,15.43,1.67,0.00,0.00,1.36,1.36,1.36,0.00
PAAS,泛美白银,原材料,44.99,18.96,14.97,2.58,0.00,0.00,1.35,1.35,1.35,0.00
TWLO,Twilio Inc-A,信息技术,190.88,28.97,278.68,3.72,0.00,0.00,1.35,1.35,1.35,0.00
CBNA,Chain Bridge Bancorp Inc-A,金融,38.01,0.25,11.49,1.43,0.00,0.00,1.33,1.33,1.33,0.00
JLL,仲量联行,房地产,303.76,14.09,15.73,1.93,0.00,0.00,1.33,1.33,1.33,0.00
CHE,Chemed Corp,医疗保健,453.15,5.99,23.06,7.06,0.00,0.00,1.31,1.31,1.31,0.00
HY,海斯特-耶鲁,工业,36.41,0.65,-6.58,1.52,0.00,0.00,1.31,1.31,1.31,0.00
NVS,诺华制药,医疗保健,155.12,295.98,21.87,7.69,0.00,0.00,1.31,1.31,1.31,0.00
CBT,卡博特,原材料,93.09,4.81,16.86,3.06,0.00,0.00,1.31,1.31,1.31,0.00
BNY,纽约梅隆银行,金融,145.43,99.82,16.75,2.23,0.00,0.00,1.30,1.30,1.30,0.00
GPK,Graphic Packaging Holding Co,原材料,10.91,3.23,11.78,0.99,0.00,0.00,1.30,1.30,1.30,0.00
BGH,Barings Global Short Duration H,美股,14.06,0.00,0.00,0.00,0.00,0.00,1.30,1.30,1.30,0.00
SRI,石通瑞吉,非日常生活消费品,7.06,0.20,-1.61,1.28,0.00,0.00,1.29,1.29,1.29,0.00
HSBC,汇丰控股,金融,95.06,326.69,14.65,1.66,0.00,0.00,1.29,1.29,1.29,0.00
CAVA,CAVA Group Inc,非日常生活消费品,83.30,9.70,157.50,11.98,0.00,0.00,1.29,1.29,1.29,0.00
KMI,金德摩根,能源,33.01,73.44,22.15,2.34,0.00,0.00,1.29,1.29,1.29,0.00
NEU,NewMarket Corp,原材料,801.04,7.37,17.93,4.25,0.00,0.00,1.29,1.29,1.29,0.00
FCF,第一联邦金融,金融,20.45,2.08,13.23,1.34,0.00,0.00,1.29,1.29,1.29,0.00
BREE,MFS Blended Research Emerging M,美股,27.48,0.00,0.00,0.00,0.00,0.00,1.28,1.28,1.28,0.00
BMEZ,BlackRock Health Sciences Term,美股,15.00,0.00,0.00,0.00,0.00,0.00,1.28,1.28,1.28,0.00
NOG,Northern Oil and Gas Inc,能源,19.74,2.07,-3.33,1.16,0.00,0.00,1.28,1.28,1.28,0.00
TDOC,Teladoc Health Inc,医疗保健,7.91,1.43,-8.34,1.07,0.00,0.00,1.28,1.28,1.28,0.00
CTRI,Centuri Holdings Inc,能源,31.85,3.21,104.36,3.73,0.00,0.00,1.27,1.27,1.27,0.00
ET,能源转换,能源,19.18,66.00,15.12,1.92,0.00,0.00,1.27,1.27,1.27,0.00
WEC,WEC能源,公用事业,117.07,38.13,23.27,2.69,0.00,0.00,1.26,1.26,1.26,0.00
AVK,Advent Convertible and Income F,美股,12.87,0.00,0.00,0.00,0.00,0.00,1.26,1.26,1.26,0.00
KEY,KeyCorp,金融,23.41,25.27,12.98,1.26,0.00,0.00,1.25,1.25,1.25,0.00
PFLT,PennantPark Floating Rate Capit,金融,7.27,0.72,11.64,0.69,0.00,0.00,1.25,1.25,1.25,0.00
GGG,固瑞克,工业,75.94,12.31,23.85,4.49,0.00,0.00,1.25,1.25,1.25,0.00
CHMI,Cherry Hill Mortgage Investment,金融,2.43,0.09,6.33,0.39,0.00,0.00,1.25,1.25,1.25,0.00
CAG,康尼格拉,日常消费品,13.78,6.59,-152.26,0.81,0.00,0.00,1.25,1.25,1.25,0.00
KKR,KKR & Co Inc,金融,92.65,83.19,28.09,2.73,0.00,0.00,1.25,1.25,1.25,0.00
NXG,NXG NextGen Infrastructure Inco,美股,59.41,0.36,0.00,0.00,0.00,0.00,1.24,1.24,1.24,0.00
ABCB,Ameris Bancorp,金融,90.43,6.09,14.00,1.49,0.00,0.00,1.24,1.24,1.24,0.00
KOF,可口可乐凡萨瓶装,日常消费品,105.99,178.13,138.27,22.20,0.00,0.00,1.24,1.24,1.24,0.00
MMM,3M公司,工业,167.97,87.61,31.43,26.85,0.00,0.00,1.24,1.24,1.24,0.00
DRD,DRDGOLD Ltd ADR,原材料,21.31,1.85,15.25,3.85,0.00,0.00,1.24,1.24,1.24,0.00
ASX,日月光半导体,信息技术,41.85,93.20,61.25,8.35,0.00,0.00,1.23,1.23,1.23,0.00
WFG,West Fraser Timber Co Ltd,原材料,69.90,5.47,-4.69,0.97,0.00,0.00,1.23,1.23,1.23,0.00
NOK,诺基亚,信息技术,13.98,78.19,84.49,3.22,0.00,0.00,1.23,1.23,1.23,0.00
GATX,GATX Corp,工业,181.65,6.45,18.96,2.32,0.00,0.00,1.23,1.23,1.23,0.00
EQH,安盛公平控股,金融,43.84,11.97,-14.56,43.83,0.00,0.00,1.22,1.22,1.22,0.00
GGB,盖尔道钢铁,原材料,4.14,2.97,9.17,0.29,0.00,0.00,1.22,1.22,1.22,0.00
EDD,Morgan Stanley Emerging Markets,美股,5.81,0.00,0.00,0.00,0.00,0.00,1.22,1.22,1.22,0.00
DEI,道格拉斯艾美特,房地产,11.63,1.95,-74.83,1.04,0.00,0.00,1.22,1.22,1.22,0.00
WHG,Westwood Holdings Group Inc,金融,18.29,0.17,23.57,1.39,0.00,0.00,1.22,1.22,1.22,0.00
TXO,TXO Partners LP,能源,12.49,0.69,-7.01,1.14,0.00,0.00,1.22,1.22,1.22,0.00
MFC,宏利金融,金融,40.18,66.93,14.75,1.84,0.00,0.00,1.21,1.21,1.21,0.00
RDN,Radian Group Inc,金融,37.00,4.92,8.75,1.02,0.00,0.00,1.20,1.20,1.20,0.00
TRP,TC Energy Corp,能源,70.19,70.19,27.85,3.55,0.00,0.00,1.20,1.20,1.20,0.00
AMX,美洲移动,通讯服务,26.30,79.16,16.10,3.13,0.00,0.00,1.19,1.19,1.19,0.00
JAN,Janus Living Inc-A-1,房地产,28.92,8.33,209.42,3.85,0.00,0.00,1.19,1.19,1.19,0.00
GNW,Genworth金融,金融,9.40,3.60,16.67,0.41,0.00,0.00,1.18,1.18,1.18,0.00
AMTB,Amerant Bancorp Inc-A,金融,24.96,0.96,16.46,1.05,0.00,0.00,1.18,1.18,1.18,0.00
PPG,PPG工业,原材料,122.40,27.28,17.21,3.37,0.00,0.00,1.17,1.17,1.17,0.00
ACP,abrdn Income Credit Strategies,美股,5.18,0.00,0.00,0.00,0.00,0.00,1.17,1.17,1.17,0.00
IHD,Voya Emerging Markets High Divi,美股,7.78,0.00,0.00,0.00,0.00,0.00,1.17,1.17,1.17,0.00
RC,Ready Capital Corp,金融,1.73,0.29,-0.56,0.21,0.00,0.00,1.17,1.17,1.17,0.00
MTH,Meritage Homes Corp,非日常生活消费品,83.34,5.56,14.42,1.09,0.00,0.00,1.15,1.15,1.15,0.00
SMG,The Scotts Miracle-Gro Co,原材料,69.33,4.03,36.41,-14.08,0.00,0.00,1.15,1.15,1.15,0.00
RIO,力拓,原材料,95.11,119.37,11.98,1.92,0.00,0.00,1.15,1.15,1.15,0.00
ETG,Eaton Vance Tax-Advantaged Glob,美股,22.93,0.00,0.00,0.00,0.00,0.00,1.15,1.15,1.15,0.00
MTG,MGIC Investment Corp,金融,27.36,5.79,8.06,1.15,0.00,0.00,1.15,1.15,1.15,0.00
PFSI,PennyMac Financial Services Inc,金融,84.30,4.38,8.63,1.01,0.00,0.00,1.14,1.14,1.14,0.00
ASGI,abrdn Global Infrastructure Inc,美股,22.33,0.00,0.00,0.00,0.00,0.00,1.13,1.13,1.13,0.00
DTE,DTE能源,公用事业,152.81,31.79,25.15,2.58,0.00,0.00,1.13,1.13,1.13,0.00
JOF,Japan Smaller Capitalization Fu,美股,11.65,0.00,0.00,0.00,0.00,0.00,1.13,1.13,1.13,0.00
ARR,Armour住宅房产,金融,17.14,2.13,8.84,0.91,0.00,0.00,1.12,1.12,1.12,0.00
NLY,Annaly Capital Management Inc,金融,22.56,16.53,7.56,1.02,0.00,0.00,1.12,1.12,1.12,0.00
DB,德意志银行,金融,34.38,65.69,8.61,0.84,0.00,0.00,1.12,1.12,1.12,0.00
GFF,格里丰,工业,95.92,4.40,610.88,46.58,0.00,0.00,1.12,1.12,1.12,0.00
SLG,SL Green Realty Corp,房地产,50.17,3.57,-22.27,0.95,0.00,0.00,1.11,1.11,1.11,0.00
FHN,第一地平线银行,金融,25.56,12.13,11.82,1.32,0.00,0.00,1.11,1.11,1.11,0.00
BRIE,MFS Blended Research Internatio,美股,30.14,0.00,0.00,0.00,0.00,0.00,1.11,1.11,1.11,0.00
CVSA,Covista Inc,非日常生活消费品,124.16,4.23,18.05,3.10,0.00,0.00,1.10,1.10,1.10,0.00
COOK,Traeger Inc,非日常生活消费品,79.35,0.22,-1.98,1.26,0.00,0.00,1.10,1.10,1.10,0.00
UBS,瑞银集团,金融,49.94,154.99,17.00,1.68,0.00,0.00,1.09,1.09,1.09,0.00
GEL,Genesis Energy LP,能源,14.02,1.72,48.40,25.11,0.00,0.00,1.08,1.08,1.08,0.00
PB,Prosperity Bancshares Inc,金融,73.38,7.40,13.99,0.90,0.00,0.00,1.07,1.07,1.07,0.00
BDJ,BlackRock Enhanced Equity Divid,美股,9.42,0.00,0.00,0.00,0.00,0.00,1.07,1.07,1.07,0.00
HIW,海伍兹物业,房地产,29.22,3.22,34.47,1.36,0.00,0.00,1.07,1.07,1.07,0.00
ETO,Eaton Vance Tax-Advantaged Glob,美股,30.22,0.00,0.00,0.00,0.00,0.00,1.07,1.07,1.07,0.00
PFS,Provident Financial Services In,金融,23.62,3.08,10.04,1.08,0.00,0.00,1.07,1.07,1.07,0.00
RMD,瑞思迈,医疗保健,198.60,28.81,18.96,4.44,0.00,0.00,1.07,1.07,1.07,0.00
AEE,阿曼瑞恩,公用事业,114.53,31.70,20.80,2.34,0.00,0.00,1.07,1.07,1.07,0.00
MGF,MFS Government Markets Income T,美股,2.84,0.00,0.00,0.00,0.00,0.00,1.07,1.07,1.07,0.00
FTS,Fortis Inc,公用事业,57.76,29.41,22.28,1.68,0.00,0.00,1.07,1.07,1.07,0.00
KRO,康诺斯全球,原材料,6.63,0.76,-5.70,1.02,0.00,0.00,1.07,1.07,1.07,0.00
MUFG,三菱日联金融,金融,20.02,225.98,14.88,1.62,0.00,0.00,1.06,1.06,1.06,0.00
MICC,The Magnum Ice Cream Co NV,日常消费品,17.21,10.54,30.69,14.39,0.00,0.00,1.06,1.06,1.06,0.00
WBX,Wallbox NV-A,公用事业,3.83,0.07,-0.57,-1.85,0.00,0.00,1.06,1.06,1.06,0.00
BX,黑石集团,金融,114.18,84.82,27.77,10.13,0.00,0.00,1.05,1.05,1.05,0.00
NTZ,纳图兹家具,非日常生活消费品,1.92,0.02,-0.60,0.79,0.00,0.00,1.05,1.05,1.05,0.00
AX,Axos Financial Inc,金融,95.34,5.42,11.39,1.77,0.00,0.00,1.05,1.05,1.05,0.00
PFH,Prudential Financial Inc Notes,美股,16.29,0.00,0.00,0.00,0.00,0.00,1.05,1.05,1.05,0.00
SPMC,Sound Point Meridian Capital In,金融,9.70,0.20,-1.58,1.00,0.00,0.00,1.04,1.04,1.04,0.00
BAP,Credicorp Ltd,金融,380.41,30.22,13.82,2.53,0.00,0.00,1.04,1.04,1.04,0.00
MGY,Magnolia Oil & Gas Corp-A,能源,27.20,5.03,15.62,2.47,0.00,0.00,1.04,1.04,1.04,0.00
WELL,Welltower Inc,房地产,223.73,157.93,112.20,3.61,0.00,0.00,1.04,1.04,1.04,0.00
ELPC,Companhia Paranaense de Energia,公用事业,11.69,8.72,16.76,1.90,0.00,0.00,1.04,1.04,1.04,0.00
KEX,卡比海运,工业,138.55,7.41,20.60,2.17,0.00,0.00,1.04,1.04,1.04,0.00
FOR,福里斯特,房地产,31.25,1.59,9.53,0.88,0.00,0.00,1.03,1.03,1.03,0.00
NCZ,Virtus Convertible & Income Fun,美股,15.65,0.00,0.00,0.00,0.00,0.00,1.03,1.03,1.03,0.00
CUBI,Customers Bancorp Inc,金融,79.45,2.69,9.57,1.25,0.00,0.00,1.03,1.03,1.03,0.00
MX,MagnaChip Semiconductor Corp,信息技术,4.91,0.18,-7.03,0.77,0.00,0.00,1.03,1.03,1.03,0.00
BBDO,布拉德斯科银行,金融,2.96,15.70,3.53,0.45,0.00,0.00,1.02,1.02,1.02,0.00
SSB,SouthState Bank Corp,金融,100.77,9.84,10.52,1.09,0.00,0.00,1.02,1.02,1.02,0.00
BCX,BlackRock Resources & Commoditi,美股,10.93,0.00,0.00,0.00,0.00,0.00,1.02,1.02,1.02,0.00
HFEQ,Unlimited HFEQ Equity Long/Shor,美股,24.20,0.00,0.00,0.00,0.00,0.00,1.02,1.02,1.02,0.00
AWR,美洲国家水务,公用事业,80.68,3.16,23.68,2.97,0.00,0.00,1.01,1.01,1.01,0.00
TFX,泰利福,医疗保健,127.79,5.66,-5.61,1.83,0.00,0.00,1.01,1.01,1.01,0.00
NGS,Natural Gas Services Group Inc,能源,43.37,0.55,25.02,1.95,0.00,0.00,1.00,1.00,1.00,0.00
STZ,星座品牌-A,日常消费品,144.45,24.77,14.69,3.06,0.00,0.00,1.00,1.00,1.00,0.00
LTC,LTC Properties Inc,房地产,38.45,1.97,16.28,1.77,0.00,0.00,1.00,1.00,1.00,0.00
VTR,芬塔公司,房地产,87.43,42.51,163.22,3.24,0.00,0.00,0.99,0.99,0.99,0.00
WPC,W. P. Carey Inc,房地产,73.35,16.34,31.61,1.96,0.00,0.00,0.99,0.99,0.99,0.00
VLN,Valens Semiconductor Ltd,信息技术,2.04,0.22,-7.00,2.20,0.00,0.00,0.99,0.99,0.99,0.00
DCBG,Dime Commercial Bancshares Inc,美股,26.68,0.00,0.00,0.00,0.00,0.00,0.99,0.99,0.99,0.00
RACE,法拉利,非日常生活消费品,352.20,82.13,43.29,17.70,0.00,0.00,0.99,0.99,0.99,0.00
BUI,"BlackRock Utilities, Infrastruc",美股,28.68,0.00,0.00,0.00,0.00,0.00,0.99,0.99,0.99,0.00
LEN,莱纳建筑-A,非日常生活消费品,93.86,23.12,14.31,1.07,0.00,0.00,0.98,0.98,0.98,0.00
NTR,Nutrien Ltd,原材料,60.96,29.23,12.24,1.16,0.00,0.00,0.98,0.98,0.98,0.00
SMBK,SmartFinancial Inc,金融,46.66,0.80,15.12,1.42,0.00,0.00,0.97,0.97,0.97,0.00
NEXA,Nexa Resources SA,原材料,12.46,1.65,7.85,1.45,0.00,0.00,0.97,0.97,0.97,0.00
CII,BlackRock Enhanced Large Cap Co,美股,25.00,0.00,0.00,0.00,0.00,0.00,0.97,0.97,0.97,0.00
C,花旗集团,金融,144.98,247.27,15.43,1.17,0.00,0.00,0.97,0.97,0.97,0.00
ATI,阿勒格尼技术,原材料,199.50,27.23,63.99,15.38,0.00,0.00,0.97,0.97,0.97,0.00
CCK,皇冠控股,原材料,110.01,12.29,17.07,4.21,0.00,0.00,0.96,0.96,0.96,0.00
SUPV,Grupo Supervielle SA ADR,金融,9.44,0.83,-17.23,1.10,0.00,0.00,0.96,0.96,0.96,0.00
BDN,布兰迪维因房地产信托,房地产,3.15,0.55,-2.74,0.75,0.00,0.00,0.96,0.96,0.96,0.00
FSM,Fortuna Mining Corp,原材料,8.41,2.55,7.49,1.44,0.00,0.00,0.96,0.96,0.96,0.00
ALH,Alliance Laundry Holdings Inc,公用事业,26.37,5.24,37.03,12.18,0.00,0.00,0.96,0.96,0.96,0.00
AU,AngloGold Ashanti plc,原材料,79.34,40.12,11.55,4.70,0.00,0.00,0.95,0.95,0.95,0.00
KSS,柯尔百货,非日常生活消费品,19.09,2.16,7.93,0.54,0.00,0.00,0.95,0.95,0.95,0.00
UL,联合利华(英国),日常消费品,60.54,131.16,11.82,7.21,0.00,0.00,0.95,0.95,0.95,0.00
BIPH,Brookfield Infrastructure Corp,美股,15.99,0.00,0.00,0.00,0.00,0.00,0.95,0.95,0.95,0.00
VIST,Vista Energy SAB de CV ADR,能源,65.03,7.30,9.82,2.81,0.00,0.00,0.95,0.95,0.95,0.00
HYT,BlackRock Corporate High Yield,美股,8.53,0.00,0.00,0.00,0.00,0.00,0.95,0.95,0.95,0.00
EXPD,康捷国际物流,工业,161.67,21.15,25.29,9.26,0.00,0.00,0.94,0.94,0.94,0.00
NBXG,Neuberger Next Generation Conne,美股,16.10,0.00,0.00,0.00,0.00,0.00,0.94,0.94,0.94,0.00
GBCI,冰川万通金控,金融,50.80,6.61,24.80,1.56,0.00,0.00,0.93,0.93,0.93,0.00
LLY,礼来,医疗保健,1127.69,1061.99,42.01,34.04,0.00,0.00,0.93,0.93,0.93,0.00
ONIT,Onity Group Inc,金融,36.91,0.31,1.78,0.46,0.00,0.00,0.93,0.93,0.93,0.00
TEI,Templeton Emerging Markets Inco,美股,6.55,0.00,0.00,0.00,0.00,0.00,0.92,0.92,0.92,0.00
RYN,雷欧尼尔,房地产,21.88,6.58,13.87,1.23,0.00,0.00,0.92,0.92,0.92,0.00
CRH,CRH水泥,原材料,113.05,75.54,20.58,3.27,0.00,0.00,0.92,0.92,0.92,0.00
MLI,木勒工业,工业,134.39,14.86,17.55,4.46,0.00,0.00,0.92,0.92,0.92,0.00
UTF,Cohen & Steers Infrastructure F,美股,27.54,0.00,0.00,0.00,0.00,0.00,0.92,0.92,0.92,0.00
PM,菲利普莫里斯国际,日常消费品,178.93,278.87,25.13,-30.05,0.00,0.00,0.91,0.91,0.91,0.00
USFD,美国食品控股,日常消费品,96.22,21.19,31.30,4.89,0.00,0.00,0.91,0.91,0.91,0.00
TX,特尔尼翁钢铁,原材料,45.37,8.91,15.59,0.73,0.00,0.00,0.91,0.91,0.91,0.00
EXR,Extra Space Storage Inc,房地产,147.19,31.10,32.94,2.33,0.00,0.00,0.91,0.91,0.91,0.00
HQH,Tekla Healthcare Investors,美股,21.22,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.90,0.00
NSA,National Storage Affiliates Tru,房地产,44.84,3.49,44.42,3.82,0.00,0.00,0.90,0.90,0.90,0.00
CC,The Chemours Co,原材料,21.36,3.21,-7.83,14.94,0.00,0.00,0.90,0.90,0.90,0.00
BCEM,Baron Emerging Markets Select E,美股,27.39,0.00,0.00,0.00,0.00,0.00,0.90,0.90,0.90,0.00
AVY,艾利丹尼森,原材料,164.61,12.59,18.25,5.47,0.00,0.00,0.89,0.89,0.89,0.00
AOD,abrdn Total Dynamic Dividend Fu,美股,10.17,0.00,0.00,0.00,0.00,0.00,0.89,0.89,0.89,0.00
XHR,Xenia Hotels & Resorts Inc,房地产,20.40,1.88,27.97,1.65,0.00,0.00,0.89,0.89,0.89,0.00
UGI,UGI公用事业,公用事业,35.16,7.54,11.76,1.39,0.00,0.00,0.89,0.89,0.89,0.00
PSA,大众仓储,房地产,320.74,56.32,29.60,6.11,0.00,0.00,0.89,0.89,0.89,0.00
IAE,Voya Asia Pacific High Dividend,美股,9.10,1.42,0.00,0.00,0.00,0.00,0.89,0.89,0.89,0.00
FOA,Finance of America Companies In,金融,21.66,0.19,5.92,0.55,0.00,0.00,0.88,0.88,0.88,0.00
WLK,Westlake Corp,原材料,76.54,9.81,-5.99,1.15,0.00,0.00,0.88,0.88,0.88,0.00
TBBB,BBB Foods Inc-A,日常消费品,42.40,5.11,-28.15,20.53,0.00,0.00,0.88,0.88,0.88,0.00
MNR,Mach Natural Resources LP,能源,12.63,2.11,22.88,1.14,0.00,0.00,0.88,0.88,0.88,0.00
RHP,Ryman Hospitality Properties In,房地产,130.91,8.26,32.92,11.27,0.00,0.00,0.88,0.88,0.88,0.00
FTWO,Strive Natural Resources and Se,美股,43.63,0.00,0.00,0.00,0.00,0.00,0.88,0.88,0.88,0.00
TAC,TransAlta Corp,公用事业,13.81,4.11,-33.34,4.07,0.00,0.00,0.88,0.88,0.88,0.00
ADC,艾格里不动产,房地产,75.98,9.13,41.59,1.46,0.00,0.00,0.88,0.88,0.88,0.00
SGU,Star Group LP,公用事业,12.72,0.42,4.23,0.99,0.00,0.00,0.87,0.87,0.87,0.00
COR,Cencora Inc,医疗保健,286.95,55.83,21.91,16.43,0.00,0.00,0.87,0.87,0.87,0.00
GRX,The Gabelli Healthcare & Wellne,美股,9.27,0.00,0.00,0.00,0.00,0.00,0.87,0.87,0.87,0.00
RITM,Rithm Capital Corp,金融,9.32,5.20,7.22,0.60,0.00,0.00,0.87,0.87,0.87,0.00
NXDT,NexPoint Diversified Real Estat,美股,4.66,0.00,0.00,0.00,0.00,0.00,0.87,0.87,0.87,0.00
ELV,Elevance Health Inc,医疗保健,387.32,84.11,16.04,1.92,0.00,0.00,0.86,0.86,0.86,0.00
CI,信诺,金融,281.87,74.56,11.86,1.77,0.00,0.00,0.86,0.86,0.86,0.00
ZIM,ZIM Integrated Shipping Service,工业,25.80,3.11,31.76,0.81,0.00,0.00,0.86,0.86,0.86,0.00
SHAK,Shake Shack Inc-A,非日常生活消费品,55.22,2.36,57.35,4.49,0.00,0.00,0.86,0.86,0.86,0.00
PR,Permian Resources Corp-A,金融,18.86,15.79,24.31,1.39,0.00,0.00,0.86,0.86,0.86,0.00
EMD,Western Asset Emerging Markets,美股,10.61,0.00,0.00,0.00,0.00,0.00,0.86,0.86,0.86,0.00
PTY,PIMCO Corporate & Income Opport,美股,11.80,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.85,0.00
VZ,威瑞森通讯(Verizon),通讯服务,46.07,192.37,11.09,1.86,0.00,0.00,0.85,0.85,0.85,0.00
CPAI,Counterpoint Quantitative Equit,美股,50.86,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.85,0.00
ELF,elf Beauty Inc,日常消费品,65.09,3.87,147.01,3.42,0.00,0.00,0.85,0.85,0.85,0.00
KVUE,Kenvue Inc,日常消费品,18.96,36.40,22.44,3.43,0.00,0.00,0.85,0.85,0.85,0.00
FLR,福陆,工业,53.62,7.49,21.40,2.61,0.00,0.00,0.85,0.85,0.85,0.00
HCC,勇士煤业,能源,84.86,4.48,32.59,2.03,0.00,0.00,0.84,0.84,0.84,0.00
FNB,F.N.B. Corp,金融,19.14,6.81,11.65,1.00,0.00,0.00,0.84,0.84,0.84,0.00
AGD,abrdn Global Dynamic Dividend F,美股,12.01,0.00,0.00,0.00,0.00,0.00,0.84,0.84,0.84,0.00
SMP,Standard Motor Products Inc,非日常生活消费品,39.76,0.89,19.28,1.28,0.00,0.00,0.84,0.84,0.84,0.00
